# Sites in this file include:																	,,,,,,,,,,,,,,,,,
# USGS 14220500 LEWIS RIVER AT ARIEL, WA																	,,,,,,,,,,,,,,,,
# 																	,,,,,,,,,,,,,,,,,
# Explanation of Parameter Code and ts_id used in the Statistics Data 																	,,,,,,,,,,,,,,,,,
# parameter_cd			ts_id	Location Name													,,,,,,,,,,,,,,,,,
# 00060	150403																,,,,,,,,,,,,,,,,,
#																	,,,,,,,,,,,,,,,,,
# Data heading explanations.																	,,,,,,,,,,,,,,,,,
# begin_yr_dt ... First complete year of data of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# end_yr_dt   ... Last complete year of data of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# max_va      ... Maximum of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# min_va      ... Minimum of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# mean_va     ... Mean of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p05_va      ... 05 percentile of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p10_va      ... 10 percentile of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p20_va      ... 20 percentile of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p25_va      ... 25 percentile of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p50_va      ... 50 percentile (median) of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p75_va      ... 75 percentile of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p80_va      ... 80 percentile of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p90_va      ... 90 percentile of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
# p95_va      ... 95 percentile of daily mean values for this day.																	,,,,,,,,,,,,,,,,,
#																	,,,,,,,,,,,,,,,,,
#day,month_nu,day_nu,begin_yr,end_yr,count_nu,max_va_yr,max_va,min_va_yr,min_va,mean_va,p10_va,p20_va,p25_va,p50_va,p75_va,p80_va,p90_va
#day,month_nu,day_nu,begin_yr,end_yr,Years Collected,Max daily mean year,max daily mean,min daily mean year,min daily mean,mean of daily mean values,10th,20th,25th,50th,75th,80th,90th
216,8,3,2000,2016,17,2000,2480,2015,888,1520,1150,1220,1220,1470,1840,1870,2130
217,8,4,2000,2016,17,2000,2480,2015,892,1530,1140,1210,1220,1390,1880,1970,2280
218,8,5,2000,2016,17,2000,2490,2015,871,1520,1140,1210,1220,1390,1780,1970,2300
219,8,6,2000,2016,17,2012,3080,2015,863,1560,1140,1210,1220,1390,1780,1970,2620
220,8,7,2000,2016,17,2012,3830,2015,860,1590,1110,1220,1220,1270,1790,1970,2770
221,8,8,2000,2016,17,2012,3910,2015,860,1590,1120,1220,1230,1270,1780,1960,2790
222,8,9,2000,2016,17,2012,3920,2015,870,1600,1080,1200,1220,1270,1780,1960,2770
223,8,10,2000,2016,17,2012,3920,2015,869,1580,1050,1210,1220,1270,1740,1970,2710
224,8,11,2000,2016,17,2012,3910,2015,869,1530,1050,1200,1210,1270,1570,1740,2420
225,8,12,2000,2016,17,2012,3070,2015,867,1470,1050,1210,1210,1280,1500,1680,2250
226,8,13,2000,2016,17,2005,2050,2015,864,1370,1040,1220,1220,1280,1480,1500,1950
227,8,14,2000,2016,17,2005,2060,2015,863,1440,1040,1210,1220,1280,1720,1960,2040
228,8,15,2000,2016,17,2000,2540,2015,861,1500,1040,1220,1220,1270,1720,1970,2500
229,8,16,2000,2016,17,2012,2490,2015,861,1470,1130,1220,1220,1280,1640,1820,2300
230,8,17,2000,2016,17,2012,2420,2015,862,1450,1130,1220,1220,1340,1520,1700,2130
231,8,18,2000,2016,17,2000,2060,2015,880,1420,1140,1230,1230,1330,1520,1680,1970
232,8,19,2000,2016,17,2000,2070,2015,886,1400,1140,1230,1230,1340,1520,1550,1960
233,8,20,2000,2016,17,2000,2090,2015,871,1370,1060,1210,1220,1280,1480,1500,1960
234,8,21,2000,2016,17,2000,2390,2015,858,1420,1120,1230,1230,1340,1530,1550,2010
235,8,22,2000,2016,17,2000,2740,2015,859,1440,1120,1230,1230,1280,1540,1680,2080
236,8,23,2000,2016,17,2000,2740,2015,861,1480,1120,1220,1220,1280,1720,1940,2200
237,8,24,2000,2016,17,2000,2730,2015,866,1490,1090,1220,1230,1290,1730,1940,2200
238,8,25,2000,2016,17,2000,2730,2015,866,1510,1100,1220,1220,1280,1880,1940,2200
239,8,26,2000,2016,17,2000,2740,2015,867,1500,1100,1220,1220,1280,1810,1940,2190
240,8,27,2000,2016,17,2000,2760,2015,867,1480,1100,1220,1220,1290,1720,1940,2180
241,8,28,2000,2016,17,2000,2770,2015,865,1550,1140,1230,1230,1360,1950,2000,2500
242,8,29,2000,2016,17,2000,2310,2015,868,1470,1130,1230,1230,1360,1640,1790,2110
243,8,30,2000,2016,17,2004,2710,2015,865,1450,1110,1220,1220,1360,1530,1590,2080
244,8,31,2000,2016,17,2004,2730,2015,859,1450,1100,1220,1220,1370,1530,1590,2080
245,9,1,2000,2016,17,2004,2750,2015,862,1460,1100,1220,1220,1360,1530,1590,2090
246,9,2,2000,2016,17,2004,2750,2015,863,1460,1100,1210,1220,1360,1530,1590,2090
247,9,3,2000,2016,17,2004,2740,2015,866,1460,1100,1220,1240,1360,1530,1590,2080
248,9,4,2000,2016,17,2004,2750,2015,858,1470,1100,1210,1210,1360,1610,1690,2080
249,9,5,2000,2016,17,2004,2760,2015,847,1520,1110,1210,1210,1320,1620,1770,2740
250,9,6,2000,2016,17,2001,3130,2015,848,1620,1130,1220,1240,1360,1790,2090,2830
251,9,7,2000,2016,17,2001,3520,2015,848,1700,1130,1230,1250,1460,1900,2080,3030
252,9,8,2000,2016,17,2001,3520,2015,849,1750,1130,1210,1220,1320,2200,2600,3150
253,9,9,2000,2016,17,2001,3510,2015,852,1750,1130,1210,1220,1320,2200,2610,3130
254,9,10,2000,2016,17,2001,3070,2015,853,1730,1130,1220,1220,1320,2200,2610,3060
255,9,11,2000,2016,17,2004,3060,2015,859,1700,1120,1210,1220,1280,2200,2530,2960
256,9,12,2000,2016,17,2004,3050,2015,866,1740,1130,1210,1210,1290,2550,2690,2970
257,9,13,2000,2016,17,2011,3440,2015,870,1790,1120,1210,1210,1290,2560,2800,3260
258,9,14,2000,2016,17,2004,4200,2015,874,1870,1120,1210,1210,1290,2480,2780,4060
259,9,15,2000,2016,17,2004,4570,2015,867,1910,1140,1210,1210,1540,2320,2780,4270
260,9,16,2000,2016,17,2004,4800,2015,862,1970,1130,1210,1210,1540,2490,2790,4330
261,9,17,2000,2016,17,2004,5500,2015,859,2060,1130,1210,1240,1590,2610,2790,4450
262,9,18,2000,2016,17,2004,6280,2015,871,2030,1140,1210,1230,1590,2540,2620,3590
263,9,19,2000,2016,17,2004,6990,2015,872,1980,1130,1210,1220,1540,2360,2570,3730
264,9,20,2000,2016,17,2004,7370,2015,891,1960,1100,1210,1210,1340,2350,2500,3790
265,9,21,2000,2016,17,2004,7390,2015,861,1930,1090,1210,1210,1340,2270,2400,3510
266,9,22,2000,2016,17,2004,7240,2015,853,1950,1080,1210,1210,1340,2290,2400,3780
267,9,23,2000,2016,17,2004,4650,2015,846,1800,1080,1210,1210,1340,2300,2430,3270
268,9,24,2000,2016,17,2004,4380,2015,850,1800,1080,1210,1210,1550,2270,2430,3220
269,9,25,2000,2016,17,2004,3660,2015,857,1770,1080,1210,1210,1540,2250,2430,3250
270,9,26,2000,2016,17,2013,3630,2015,860,1920,1080,1250,1270,1760,2440,2680,3380
271,9,27,2000,2016,17,2013,7370,2015,858,2220,1070,1270,1290,1920,2530,2650,4120
272,9,28,2000,2016,17,2013,8700,2015,849,2300,1070,1250,1270,1910,2620,2790,4230
273,9,29,2000,2016,17,2013,8730,2015,853,2240,1070,1270,1300,1910,2390,2600,4400
274,9,30,2000,2016,17,2013,9680,2015,852,2310,1070,1240,1280,2050,2430,2500,4620
275,10,1,2001,2017,17,2014,10900,2016,834,2360,1060,1220,1240,2010,2400,2550,4880
276,10,2,2000,2017,18,2014,9040,2016,832,2340,1090,1230,1270,2030,2600,2720,4770
277,10,3,2000,2017,18,2014,6780,2016,830,2250,1080,1230,1260,2030,2600,2730,5190
278,10,4,2000,2017,18,2014,6790,2016,828,2210,1080,1230,1270,1990,2340,2610,5180
279,10,5,2000,2017,18,2014,6760,2016,828,2110,1080,1240,1270,1930,2340,2600,3880
280,10,6,2000,2017,18,2014,6220,2016,836,2100,1080,1250,1270,1940,2350,2680,3660
281,10,7,2000,2017,18,2014,4950,2016,836,2130,1130,1260,1270,1940,2360,2750,4750
282,10,8,2000,2017,18,2014,4950,2016,841,2140,1190,1250,1270,1940,2330,2760,4740
283,10,9,2000,2017,18,2014,4950,2016,834,2140,1190,1250,1270,1960,2340,2820,4600
284,10,10,2000,2017,18,2014,4950,2016,831,2140,1180,1250,1270,1950,2350,2830,4520
285,10,11,2000,2017,18,2014,4940,2016,830,2130,1190,1260,1270,1940,2370,2880,4520
286,10,12,2000,2017,18,2017,5160,2016,826,2340,1190,1260,1320,1970,2870,3530,4400
287,10,13,2000,2017,18,2017,11000,2016,820,2600,1190,1260,1280,1970,2710,2870,5120
288,10,14,2000,2017,18,2017,10800,2016,820,2600,1190,1260,1260,1980,2700,2860,5110
289,10,15,2000,2017,18,2017,10900,2016,831,2730,1250,1630,1710,2080,2710,2860,5100
290,10,16,2000,2017,18,2017,11000,2016,1680,3200,1970,2400,2490,2640,2770,3140,5220
291,10,17,2000,2017,18,2017,11100,2003,1550,3230,1680,2430,2540,2700,2870,3270,5580
292,10,18,2000,2017,18,2017,11100,2016,1690,3290,1970,2510,2540,2730,3100,3720,5040
293,10,19,2000,2017,18,2017,11100,2016,1690,3320,1950,2490,2540,2740,3380,4020,5130
294,10,20,2000,2017,18,2017,11200,2016,1690,3480,1960,2550,2560,2730,3070,3450,7970
295,10,21,2000,2017,18,2005,11300,2016,1700,3620,1980,2390,2510,2720,2900,3430,11200
296,10,22,2000,2017,18,2005,11100,2016,1700,3700,1990,2520,2560,2740,3390,3800,11100
297,10,23,2000,2017,18,2005,11100,2016,1700,3850,2260,2400,2520,2740,3800,4500,11100
298,10,24,2000,2017,18,2017,10200,2016,1700,3780,1930,2540,2550,2740,3580,4690,10000
299,10,25,2000,2017,18,2017,9180,2016,1710,3520,1760,2520,2550,2720,3640,5170,7000
300,10,26,2000,2017,18,2017,9080,2016,1720,3560,2190,2530,2550,2740,3800,5210,7030
301,10,27,2000,2017,18,2017,9080,2016,1710,3540,2460,2560,2640,2740,3540,4420,7370
302,10,28,2000,2017,18,2017,9070,2016,1710,3940,2290,2540,2620,2750,5680,6350,8410
303,10,29,2000,2017,18,2013,10300,2016,1710,4310,2300,2530,2630,2780,6180,8120,9180
304,10,30,2000,2017,18,2013,10600,2016,1730,4330,2270,2540,2620,2760,5190,6650,9880
305,10,31,2000,2017,18,2013,10800,2016,1740,4550,1940,2670,2720,3090,5580,6660,10800
306,11,1,2000,2017,18,2015,11200,2002,1900,4710,2000,2440,2650,4100,5290,7190,10300
307,11,2,2000,2017,18,2013,9750,2016,2000,4660,2030,2520,2560,4100,5730,8540,9670
308,11,3,2000,2017,18,2015,10400,2016,2000,5070,2520,2890,3060,4190,6390,8350,9860
309,11,4,2000,2017,18,2015,10700,2016,2240,5100,2570,2860,2920,4120,7580,8080,9670
310,11,5,2000,2017,18,2007,13700,2009,2220,5580,2440,3130,3370,4470,7580,8380,10400
311,11,6,2000,2017,18,2007,32700,2004,1790,6550,2400,2890,3270,4240,8460,9630,12400
312,11,7,2000,2017,18,2007,35200,2003,2040,6650,2440,2820,3160,4230,8350,9210,12400
313,11,8,2000,2017,18,2007,21700,2002,2460,5910,2480,3050,3230,4330,7580,8260,11000
314,11,9,2000,2017,18,2007,16100,2001,2290,5390,2420,3070,3240,4320,6550,7680,10400
315,11,10,2000,2017,18,2007,15100,2005,2660,5670,2800,3190,3270,4260,7660,8380,10300
316,11,11,2000,2017,18,2007,14500,2016,1810,5820,2720,3560,3920,4780,8070,8400,10300
317,11,12,2000,2017,18,2007,13600,2010,2550,5980,2800,3340,3570,4810,8390,8980,10500
318,11,13,2000,2017,18,2009,19100,2004,2190,5990,2280,3250,3470,4770,5880,6440,16700
319,11,14,2000,2017,18,2007,15500,2003,1780,5730,2840,3480,3950,4810,5870,6400,13300
320,11,15,2000,2017,18,2016,15400,2003,2800,6310,3210,4130,4230,5140,7010,10300,12300
321,11,16,2000,2017,18,2016,15500,2001,2120,6010,2600,2800,3400,4910,7190,11100,11800
322,11,17,2000,2017,18,2016,17500,2006,2260,6510,2760,2920,3880,5430,9000,10300,12100
323,11,18,2000,2017,18,2016,24700,2003,2810,7220,2900,3960,4210,6110,8470,9350,12700
324,11,19,2000,2017,18,2016,16900,2015,2620,7350,2770,3010,4850,5970,10600,11200,12200
325,11,20,2000,2017,18,2013,18200,2003,2770,7490,2990,4580,4850,6350,10400,10700,12100
326,11,21,2000,2017,18,2013,22300,2003,1900,7310,2930,3920,4210,6230,9140,9800,11500
327,11,22,2000,2017,18,2013,15900,2003,2760,7020,2900,4720,5290,6540,8370,8990,12000
328,11,23,2000,2017,18,2012,14600,2006,2720,6520,2770,4010,4370,5950,8030,8510,11300
329,11,24,2000,2017,18,2013,20300,2003,2770,6820,2810,3260,3750,5430,8990,9260,13700
330,11,25,2000,2017,18,2013,15400,2003,2770,6750,2960,3930,4180,5440,9980,10500,12600
331,11,26,2000,2017,18,2000,20500,2009,2740,7170,2920,3030,3810,5470,11100,11200,12500
332,11,27,2000,2017,18,2015,15700,2003,2160,7270,2480,4080,4800,5450,11000,11600,12200
333,11,28,2000,2017,18,2015,12900,2003,3010,7050,3260,4160,4240,5650,9750,10900,12600
334,11,29,2000,2017,18,2015,16500,2003,3030,7560,4070,4250,4500,6420,11000,11300,12300
335,11,30,2000,2017,18,2015,14300,2001,2270,7020,2400,3950,4230,5860,11100,11300,11900
336,12,1,2000,2017,18,2000,11600,2005,2750,7110,2950,3620,4050,6060,10800,11300,11600
337,12,2,2000,2017,18,2000,16600,2003,2970,7790,3030,4040,4490,7950,10800,11100,12300
338,12,3,2000,2017,18,2008,14200,2003,2950,7530,3050,4270,4570,5850,11100,11400,12600
339,12,4,2000,2017,18,2008,17100,2003,2910,7600,3070,4120,4270,5640,11200,11400,12300
340,12,5,2000,2017,18,2002,11800,2003,1920,7280,2950,4270,4410,6300,11300,11400,11400
341,12,6,2000,2017,18,2016,16600,2003,2940,7200,3060,4250,4420,5170,11400,11400,12300
342,12,7,2000,2016,17,2016,24200,2001,2190,7860,2420,3240,3840,5890,11400,11400,14300
343,12,8,2000,2016,17,2016,24600,2003,2950,8340,3030,4250,4770,6610,11100,11400,14000
344,12,9,2000,2016,17,2016,28200,2003,2940,8530,3010,4250,4780,6620,10700,11400,14800
345,12,10,2000,2016,17,2016,29800,2003,2930,8380,2990,3840,4250,7320,10700,11400,15500
346,12,11,2000,2016,17,2016,29900,2009,2190,8170,2770,3700,4210,6660,10200,10700,15400
347,12,12,2000,2016,17,2016,25900,2003,1980,8040,2040,3690,4200,6740,10700,11100,14600
348,12,13,2000,2016,17,2016,20900,2009,2040,7650,2740,3710,4190,6750,10200,11400,14300
349,12,14,2000,2016,17,2016,18600,2009,2050,8080,2470,3060,3620,5490,11400,13500,17800
350,12,15,2000,2016,17,2000,26700,2009,2050,8260,2750,3240,3800,4930,11500,12100,17300
351,12,16,2000,2016,17,2000,25200,2009,2040,8100,2590,3020,3340,7260,11400,11800,16100
352,12,17,2000,2016,17,2000,18800,2009,2050,7360,2070,2720,3280,5450,11000,12100,14600
353,12,18,2000,2016,17,2000,23000,2009,2040,7680,2060,2720,3280,8490,10500,11100,14100
354,12,19,2000,2016,17,2000,17000,2009,2040,7690,2060,2700,3260,7010,11500,11500,12900
355,12,20,2000,2016,17,2000,13300,2009,2040,7250,2060,2680,3270,7490,11400,11500,12200
356,12,21,2000,2016,17,2002,11900,2009,2040,6880,2060,2700,3390,6290,11200,11200,11500
357,12,22,2000,2016,17,2002,11800,2009,2050,6150,2070,2720,3210,5530,8520,9340,11500
358,12,23,2000,2016,17,2002,11800,2009,2040,5720,2060,2680,3010,5050,8550,9200,10900
359,12,24,2000,2016,17,2002,10900,2014,2070,5910,2170,3000,3160,5740,8860,9170,10200
360,12,25,2000,2016,17,2002,10000,2014,2060,5790,2160,3000,3250,5310,8370,8840,10000
361,12,26,2000,2016,17,2002,10100,2014,2050,5470,2220,3010,3020,4640,8250,8980,10000
362,12,27,2000,2016,17,2002,9650,2001,3000,5840,3030,3360,3560,5300,8020,8430,9600
363,12,28,2000,2016,17,2012,10800,2001,3000,6370,3120,3930,4060,6340,8650,8860,9830
364,12,29,2000,2016,17,2012,15300,2005,2570,7150,2940,3530,4260,7840,9290,9510,12200
365,12,30,2000,2016,17,2012,17400,2005,2840,7100,2920,3110,3260,6400,9340,9590,12600
366,12,31,2000,2016,17,2012,12600,2014,2040,6900,2680,3420,4220,6630,8920,10300,11800
